,Unnamed: 0,num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos
11734,3081135,3523653,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,R JOAO ALENCAR,0,0,CARANA,0,2.8470796,-60.7062425,184500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11735,3081136,3406118,RR1400050202209,2022-09-22,RR,2022,9,92022,1400050,QUINTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV SANTO AMARO,0,69350000,,0,2.9909081,-61.3088732,184000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11736,3081137,1008804,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV MAJOR WILLIAMS,0,0,SAO FRANCISCO,0,2.8206339,-60.6737553,151500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11737,3081138,1674803,RR1400100202209,2022-09-18,RR,2022,9,92022,1400100,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,CARANA,0,2.8206339,-60.6737553,144200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11738,3081139,2898685,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,R MARIA SANTA DA SILVA,168,69314336,SILVIO LEITE,0,2.822595,-60.7386719,135000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11739,3081140,181784,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,MADRUGADA,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV NAZARE FILGUEIRAS,0,0,PINTOLANDIA,0,2.8026654,-60.7449771,40400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11740,3081141,3397903,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,AV SANTOS DUMONT,0,0,31 DE MARCO,0,2.8319414,-60.667801,180000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11741,3081142,8589,RR1400100202209,2022-09-25,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO LATERAL,NAO INFORMADO,AV PRINCESA ISABEL,0,0,SANTA TEREZA,0,2.8277844,-60.7150654,200100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11742,3081143,1102845,RR1400100202209,2022-09-25,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R ANTONIO MUTRAN PARACAT,35,0,JOQUEI CLUBE,0,2.7990767,-60.7200908,180300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11743,3081144,3696984,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,R CORONEL PINTO,0,69301150,CENTRO,0,2.822239,-60.6703475,90000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11744,3081145,2792677,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV ATAIDE TEIVE,7647,0,ALVORADA,0,2.8178426,-60.7250229,165700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11745,3081146,3384768,RR1400100202209,2022-09-25,RR,2022,9,92022,1400100,DOMINGO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R HORACIO M. DE MAGALHAES,0,0,ASA BRANCA,0,2.8206339,-60.6737553,165300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11746,3081147,3707408,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV N. S  DE NAZARE,0,0,ASA BRANCA,0,2.8210287,-60.7212995,124000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11747,3081148,1103896,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MANHA,COLISAO,NAO INFORMADO,AV CENTENARIO,0,69312377,CENTENARIO,0,2.7990191,-60.7076235,91000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11748,3081149,3892992,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,COLISAO,NAO INFORMADO,R IZIDIO GALDINO DA SILVA,0,0,SEN. HELIO CAMPOS,0,2.7975612,-60.7545952,75500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11749,3081150,2554952,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R CAPELA,0,69317492,CIDADE SATELITE,0,2.8479667,-60.7422605,220300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11750,3081151,3488137,RR1400050202209,2022-09-18,RR,2022,9,92022,1400050,DOMINGO,NOITE,CHOQUE,NAO INFORMADO,VICINAL DA SAMAUMA,0,69350000,,0,2.9926679,-61.311602,193100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,3,2,1
11751,3081152,3826525,RR1400100202209,2022-09-10,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R REINALDO NEVES,0,69312045,JARDIM FLORESTA,0,2.827766,-60.7051991,145300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11752,3081153,1643680,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV MARIO H  DE MELO,0,0,TANCREDO NEVES,0,2.8233726,-60.7104939,205000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11753,3081154,1134490,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,AV ENE GARCEZ,0,0,CENTRO,0,2.8300944,-60.683474,201500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11754,3081155,1087859,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,ATROPELAMENTO COM ANIMAIS,NAO INFORMADO,R ESTRELA DALVA,2611,0,RAIAR DO SOL,0,2.7835564,-60.7268364,211500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11755,3081156,665286,RR1400472202209,2022-09-14,RR,2022,9,92022,1400472,QUARTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV DRA  YANDARA,0,69373000,,0,0.9447221,-60.4342643,74000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11756,3081157,2292304,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,VIA DAS FLORES,0,0,PRICUMA,0,2.80722,-60.6965079,121200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11757,3081158,2465887,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV SEBASTIAO DINIZ,0,0,SAO VICENTE,0,2.8129674,-60.673072,121400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11758,3081159,4470201,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,CAPOTAMENTO,NAO INFORMADO,R JAMES MEIRELES SOBREIRO JUNIOR,0,69317550,CIDADE SATELITE,0,2.8425083,-60.7545043,81000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11759,3081160,2699215,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV ENE GARCEZ,0,0,CENTRO,0,2.8300944,-60.683474,113000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11760,3081161,2223737,RR1400506202209,2022-09-28,RR,2022,9,92022,1400506,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,BR 210,0,0,,0,0.9179385,-59.7931283,134000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11761,3081162,2955840,RR1400472202209,2022-09-19,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,NOITE,COLISAO,NAO INFORMADO,BR 174,0,0,,0,-0.1778149,-60.6870639,212000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11762,3081163,1524315,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,AV JARDIM,0,69317529,CIDADE SATELITE,0,2.8430928,-60.7559014,184000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11763,3081164,2442658,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R ACARA-ACU,0,69304360,SANTA TEREZA,0,2.8234839,-60.7311925,90500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11764,3081165,3923502,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV SEBASTIAO DINIZ,0,0,SAO VICENTE,0,2.8129674,-60.673072,115000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11765,3081166,2081930,RR1400472202209,2022-09-24,RR,2022,9,92022,1400472,SABADO,TARDE,OUTROS ACIDENTES DE TRANSITO,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,161400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11766,3081167,2299421,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV ENE GARCEZ,0,0,CENTRO,0,2.8300944,-60.683474,183800,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11767,3081168,3930440,RR1400050202209,2022-09-10,RR,2022,9,92022,1400050,SABADO,MANHA,QUEDA,NAO INFORMADO,RR 205,0,0,,4,3.0549057,-61.2858908,80000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11768,3081169,1441121,RR1400100202209,2022-09-06,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R JERUSALEM,0,69314497,CAMBARA,0,2.808893,-60.7357844,220000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11769,3081170,3477578,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,MADRUGADA,COLISAO LATERAL,NAO INFORMADO,AV CENTENARIO,0,69312377,CENTENARIO,0,2.7990191,-60.7076235,23000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,4,3,1
11770,3081171,1517291,RR1400308202209,2022-09-30,RR,2022,9,92022,1400308,SEXTA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,R JOSE FERREIRA,0,0,CENTRO,0,2.4470769,-60.9187276,181000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11771,3081172,694223,RR1400100202209,2022-09-24,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV ATAIDE TEIVE,0,0,MECEJANA,0,2.8178426,-60.7250229,152000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11772,3081173,2283778,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MANHA,CAPOTAMENTO,NAO INFORMADO,AV PADRE ANCHIETA,0,69314214,SILVIO LEITE,0,2.8266189,-60.7376256,91000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11773,3081174,952780,RR1400472202209,2022-09-30,RR,2022,9,92022,1400472,SEXTA-FEIRA,MADRUGADA,COLISAO,NAO INFORMADO,AV DRA  YANDARA,0,69373000,,0,0.9447221,-60.4342643,53000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11774,3081175,580883,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,R FLAMBOIAN,1037,69314184,JARDIM PRIMAVERA,0,2.828765,-60.7359184,202700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11775,3081176,2423094,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,R CASSIOPEIA,0,69317550,CIDADE SATELITE,0,2.8425083,-60.7545043,63800,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11776,3081177,2615063,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R JERUSALEM,0,69314497,NOVA CANAA,0,2.808893,-60.7357844,174000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11777,3081178,1937736,RR1400100202209,2022-09-24,RR,2022,9,92022,1400100,SABADO,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,TANCREDO NEVES,0,2.8178426,-60.7250229,81000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,5,5,0
11778,3081179,4241563,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R IVONE PINHEIRO,0,0,TANCREDO NEVES,0,2.8209739,-60.7205515,100700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11779,3081180,3579469,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,MADRUGADA,COLISAO TRASEIRA,NAO INFORMADO,AV ATAIDE TEIVE,5873,0,SILVIO LEITE,0,2.8178426,-60.7250229,24000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11780,3081181,1566697,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MADRUGADA,CAPOTAMENTO,NAO INFORMADO,AV VILLE ROY,0,0,CACARI,0,2.8314066,-60.6637843,44000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11781,3081182,2887279,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV ENE GARCEZ,0,0,CENTRO,0,2.8300944,-60.683474,195300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11782,3081183,1586151,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,R ALFREDO CRUZ,0,69301140,MECEJANA,0,2.8232027,-60.6694996,131000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11783,3081184,4198136,RR1400472202209,2022-09-27,RR,2022,9,92022,1400472,TERCA-FEIRA,MANHA,QUEDA,NAO INFORMADO,VICINAL 19,0,69373000,,0,0.9439379,-60.42963,71200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11784,3081185,3761090,RR1400100202209,2022-09-19,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO,NAO INFORMADO,AV VILLE ROY,0,0,13 DE SETEMBRO,0,2.8314066,-60.6637843,165600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11785,3081186,4440914,RR1400100202209,2022-09-21,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,AV N. S  DA CONSOLATA,0,0,CENTRO,0,2.816734,-60.6751597,185100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11786,3081187,2705855,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,R FRANCISCO CUSTODIO DE ANDRADE,0,0,TANCREDO NEVES,0,2.8210983,-60.7222587,221700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11787,3081188,2603153,RR1400282202209,2022-09-10,RR,2022,9,92022,1400282,SABADO,MANHA,CHOQUE,NAO INFORMADO,R PEDRO SALDANHA,0,69348000,ALVORADA,0,2.1670778,-61.0475415,101500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11788,3081189,479602,RR1400472202209,2022-09-22,RR,2022,9,92022,1400472,QUINTA-FEIRA,TARDE,CHOQUE,NAO INFORMADO,VICINAL 16,0,69373000,,0,0.9439379,-60.42963,163500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,1,0,1
11789,3081190,173759,RR1400050202209,2022-09-22,RR,2022,9,92022,1400050,QUINTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV SANTOS DUMONT,0,69350000,,0,2.9936202,-61.3072161,90000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11790,3081191,2603078,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,R ARMANDO NOGUEIRA,0,0,ASA BRANCA,0,2.8141353,-60.7192594,124900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11791,3081192,1917532,RR1400472202209,2022-09-17,RR,2022,9,92022,1400472,SABADO,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV CHICO RUFINO,0,69373000,,0,0.9333695,-60.43813,201000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11792,3081193,2544447,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R GAVIAO,0,69313028,JOQUEI CLUBE,0,2.8058433,-60.7196022,204000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
